party,year,pattern,match,sentence,protocol_id,is_correct__fill_in
SD,2010,etablissemanget,etablissemanget,Vi tror inte att detta i huvudsak har drivits av minoriteterna själva. Det är bara ett tecken på den ängslan som existerar hos det politiskt korrekta etablissemanget där man gång på gång måste in och lagstifta om dessa minoriteters särrättigheter i förhållande till majoritetsbefolkningen. Det skulle vara tacksamt och befriande om man någon gång hade samma inställning till den svenska kulturen.,GY0920,
SD,2013,etablissemanget,etablissemanget,Exporten från Sverige till de länderna har knappast ökat under de senaste 30 åren. Ändå försöker det gamla etablissemanget – såväl de politiska partierna som gammelmedier – inbilla oss att Sveriges export skulle vara beroende av invandring. Att invandringen skulle rädda oss från den stora pensionsavgången är naturligtvis också rent nonsens.,H10939,
SD,2014,politiska eliten,politiska eliten,"Det är inte särskilt trovärdigt, Göran Hägglund. Det låter alltid så här när man diskuterar de här frågorna: Om man inte vill vara med i den här överstatliga politiska unionen, om man inte accepterar den här utvecklingen där vi håller på att flytta makt från de nationella parlamenten till den politiska eliten i Bryssel, då vill man isolera Sverige. Då försvinner alla jobb i Sverige.",H109108,
SD,2014,politiska eliten,politiska eliten,Det finns oroväckande tendenser i Europa i dag. Den politiska eliten talar om att EU måste utvecklas ytterligare mot ett federalt statsbygge. EU-kommissionens ordförande gjorde för ett par år sedan ett sådant uttalande.,H109108,
SD,2014,politiska eliten,politiska eliten,"Det är inte särskilt trovärdigt, Göran Hägglund. Det låter alltid så här när man diskuterar de här frågorna: Om man inte vill vara med i den här överstatliga politiska unionen, om man inte accepterar den här utvecklingen där vi håller på att flytta makt från de nationella parlamenten till den politiska eliten i Bryssel, då vill man isolera Sverige. Då försvinner alla jobb i Sverige.",H109108,
SD,2014,etablissemanget,etablissemanget,"Tyvärr har väldigt lite eller ingenting förändrats från det att jag för snart två decennier sedan fick upp ögonen för den här frågan. Undfallenheten, ointresset och dubbelmoralen från etablissemanget består. Sverige bedriver på många sätt ett bra arbete mot den rasism som riktas från svenskar mot invandrare, och det ska vi fortsätta att göra.",H109129,
SD,2014,politiska etablissemanget,politiska etablissemanget,"Jag tror att de som bor ute på landsbygden verkligen vill se att någonting händer i verkligheten. I dag verkar det som att det politiska etablissemanget, nästan från höger till vänster, har bestämt sig för att vända landsbygden ryggen. Det tycker Sverigedemokraterna är oacceptabelt.",H20928,
SD,2015,politiska etablissemanget,politiska etablissemanget,"För oss är landsbygden på riktigt. En sorglig utveckling i svensk politik är att det politiska etablissemanget, från höger till vänster, verkar ha bestämt sig för att vända landsbygden ryggen. Det tycker vi sverigedemokrater är oacceptabelt.",H20966,
SD,2017,politiska etablissemanget,politiska etablissemanget,"Vidare får många europeiska folk ingen möjlighet att säga ifrån i folkomröstningar angående EU:s utveckling. Om ett europeiskt folk röstar ”fel” i en folkomröstning får det rösta igen och igen tills det röstar ”rätt” enligt det politiska etablissemanget. Alternativt kan man se till att folket inte får någon ny möjlighet att folkomrösta, till exempel när man ska göra konstitutionella förändringar.",H40980,
SD,2019,etablissemanget,etablissemanget,"Ett beslut som har fattats i en folkomröstning – inte i Sverige utan i ett annat land, som är det land som det berör och vars befolkning har fattat beslutet – måste man respektera. Jag förstår att det inte är första gången som EU-eliten och det vänsterliberala etablissemanget runt om i Europa får en knäpp på näsan i en folkomröstning. Vi har sett det på Irland, till exempel.",H70931,
SD,2023,politiska etablissemanget,politiska etablissemanget,"Utan invandring av islamister sker inte heller något återvändande av islamister som hunnit spendera tid hos IS. Nu befinner vi oss ändå i en situation där det är viktigt att vi försöker att övertyga såväl hela det politiska etablissemanget som det offentliga så att vi säkerställer att alla aktörer som är viktiga slutar med att vara naiva i de fall de fortsatt är det. Visst, herr talman, skulle det rent hypotetiskt kunna vara så att de som väldigt medvetet valde att resa hela vägen till Syrien för att ansluta sig till en terrorsekt i dag ångrar sig djupt och har valt att viga resten av sina liv åt att hjälpa barn och unga i Sverige sedan de kom tillbaka hit.",HB0929,
SD,2024,etablissemanget,etablissemanget,"Förmodligen, fru talman, eftersom det svenska mediala och politiska etablissemanget varit fullt upptaget med att diskutera om det ens finns något som är svenskt. Svenskfientligheten har uppkommit i kölvattnet av att etablissemanget hävdat att Sverige inte har någon särpräglad kultur, ingen historia värd namnet, inga traditioner att upprätthålla och inget att ens vara stolt över eller enas kring. Om detta skulle stämma finns det såklart ingenting värt namnet att inte vara fientlig mot.",HB09116,
SD,2025,etablissemanget,etablissemanget,"Låt mig kort kommentera den hotfulla situation som minister Carl-Oskar Bohlin råkade ut för häromdagen. Det gläder mig att många i det svenska etablissemanget och i den här kammaren, från alla tänkbara partier, sluter upp när sådant här direkt osvenskt beteende visar sig. Samtidigt skaver det.",HD093,
V,2009,ekonomiska eliten,ekonomiska eliten,"Även om man inte kan lägga allt ansvar för dagens finanskris på bankdirektörerna är bankdirektörerna och deras löne- och anställningsförmåner en del av ett system som måste anses ha sett sitt bäst-föredatum passera. Bankdirektörerna, särskilt cheferna för de största bankerna, tillhör gräddan av den ekonomiska eliten i Sverige. Jag har inte hittat aktuella uppgifter om deras löner 2008 – de framgår vad jag kunnat se inte av bankernas bokslutskommunikéer – men enligt en sammanställning i LO:s rapport Makteliten – mycket vill ha mer varierade lönerna 2006 mellan 6 och 13 miljoner kronor om året.",GW0979,
V,2009,makteliten,Makteliten,"Bankdirektörerna, särskilt cheferna för de största bankerna, tillhör gräddan av den ekonomiska eliten i Sverige. Jag har inte hittat aktuella uppgifter om deras löner 2008 – de framgår vad jag kunnat se inte av bankernas bokslutskommunikéer – men enligt en sammanställning i LO:s rapport Makteliten – mycket vill ha mer varierade lönerna 2006 mellan 6 och 13 miljoner kronor om året. Det är 20–40 gånger så mycket som för en vanlig metallarbetare eller 30–60 gånger så mycket som för en lågavlönad kvinna i tjänstesektorn.",GW0979,
V,2015,maktens korridorer,maktens korridorer,"En liknande politisk jordbävning skedde i Barcelona, där allt nu tyder på att en annan vänsterkoalition, Barcelona en Comú, nu tar över borgmästarposten. De spanjorer som de senaste åren har ockuperat bostäder i protest mot vräkningar, som har kämpat mot nedskärningar och tillsammans har försökt bistå krisens offer tar nu plats i maktens korridorer. Det är en seger för de sociala rörelserna i Spanien, och det är ett nederlag för den etablerade spanska politiska eliten.",H209105,
V,2015,maktens korridorer,maktens korridorer,"En liknande politisk jordbävning skedde i Barcelona, där allt nu tyder på att en annan vänsterkoalition, Barcelona en Comú, nu tar över borgmästarposten. De spanjorer som de senaste åren har ockuperat bostäder i protest mot vräkningar, som har kämpat mot nedskärningar och tillsammans har försökt bistå krisens offer tar nu plats i maktens korridorer. Det är en seger för de sociala rörelserna i Spanien, och det är ett nederlag för den etablerade spanska politiska eliten.",H209105,
V,2015,politiska eliten,politiska eliten,"Europa kommer att betala ett mycket högt pris för dagens ekonomiska kris under lång tid framöver. Europa kan inte byggas genom besparingar, otrygghet och vräkningar, inte heller genom ökad överstatlighet eller ökade klyftor mellan medborgare, folkvalda politiker och den ekonomiska och politiska eliten. Krisen behöver i grunden ett helt annat svar.",H209105,
V,2019,ekonomiska eliten,ekonomiska eliten,"Ja, det måste jag verkligen säga. Ni lägger 6 000 miljoner på att sänka skatten för dem som har det bäst ställt i samhället, den ekonomiska eliten, de boende i framför allt Djursholm och Danderyd. En stor majoritet av dem är dessutom män.",H7096,
V,2019,ekonomiska eliten,ekonomiska eliten,Under de senaste decennierna har ojämlikheten i vårt samhälle ökat. Den relativa fattigdomen har fördubblats på mindre än tio år samtidigt som den ekonomiska eliten har fått det allt bättre. Det här beror bland annat på det systematiska och politiskt bestämda ekonomiska bestraffandet av människor som av olika skäl inte har kunnat arbeta.,H70953,
V,2020,ekonomiska eliten,ekonomiska eliten,Det motsvarar fem års barnbidrag. Om vi vill ha en långsiktigt hållbar finansiering av välfärden borde det finnas utrymme nu att beskatta den ekonomiska eliten. Folk har stått på barrikaderna och krävt att undersköterskor och sjuksköterskor ska få höjda löner och fler arbetskamrater och att det ska vara slut på nedskärningarnas era.,H80911,
V,2020,ekonomiska eliten,ekonomiska eliten,"Herr talman! Jag tänkte glädja Elisabeth Svantesson med att säga att Vänsterpartiet gärna vill ha ett bidragstak – för direktörer och den ekonomiska eliten. Jag tycker att det är helt orimligt att fullt arbetsföra människor med väldigt god ekonomi ska ha betalt, ha bidrag, för att de inte orkar städa sina egna hem.",H80911,
V,2021,ekonomiska eliten,ekonomiska eliten,Bris har nyligen kommit med en rapport som visar att barn har haft det extra svårt under det senaste året. I Sverige växer den ekonomiska eliten och barnfattigdomen sida vid sida. Skillnaderna ökar snabbast här i välfärdslandet Sverige.,H80995,
V,2021,ekonomiska eliten,ekonomiska eliten,"Den har lett till att de ekonomiskt utsatta har blivit många fler och aldrig har varit så många sedan SCB började mäta. Samtidigt har den ekonomiska eliten dragit ifrån och fått det allt bättre. Vi vill i stället bygga ett starkare samhälle, som klarar av att ta hand om sina invånare oavsett om krisen är global eller drabbar oss personligen – drabbar bara dig.",H90933,
V,2023,maktens korridorer,maktens korridorer,"Sverigedemokraterna bryr sig inte om pensionärerna – inte egentligen. De har kommit in i maktens korridorer och är ganska nöjda med det. De bjuder gärna miljonärer och höginkomsttagare på både det ena och det andra, men landets pensionärer får i Sverigedemokraternas Sverige nöja sig med tomma ord, innehållslösa anföranden och reservationer som inte är något annat än ett spel för galleriet.",HA0964,
V,2024,makteliten,makteliten,"LO:s ekonomer räknade ut att de 50 toppdirektörer som ingår i Sveriges ekonomiska maktelit i snitt fick 67 000 kronor i månaden i skattesänkning under 2020 genom Socialdemokraternas politik. Det blev alltså 21 kronor till den som tjänar 25 000 och 67 000 kronor till makteliten. Detta är den politik som Socialdemokraterna förde under förra mandatperioden, när man var i majoritet.",HB0991,
V,2024,maktens korridorer,maktens korridorer,Anser ledamoten Oscar Sjöstedt att en neddragning på 4 miljarder inte är en besparing eller försämring? Vilka fler löften till väljarna är Oscar Sjöstedt beredd att bryta mot för att få vara med i maktens korridorer? (Applåder) Fru talman!,HB09135,
V,2024,politiska eliten,politiska eliten,"Detta är också någonting som vi behöver ta ansvar för. Att de här delarna inte finns med beror på att avtalet är skrivet av och för den ekonomiska och politiska eliten. Här har inga urfolk fått vara delaktiga, inte heller småbrukarna som tvingas lämna sina marker, barnen som förgiftas av europeiska bekämpningsmedel eller de som i dag dör på grund av Bolidens avfall.",HC0921,
